xcoord,ycoord,objectid_1,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
880942.958577581,1011729.98743507,4258,421802,18aug2015,2015,8,18,1623,8,2015,17,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1,0,0,1,2,11,2600,HAMPTON AVE,0,HAMPTON,NO LEASH NEEDED,NO LEASH NEEDED,August2015.dta
887170.143301662,993836.2436950729,4259,421820,18aug2015,2015,8,18,1810,8,2015,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,1,80,930,HOLLY HILLS,0,,CARONDELET PARK,,August2015.dta
887219.909278244,985348.715066485,4260,422023,20aug2015,2015,8,20,1100,8,2015,26,266510,PUBLIC ORDER-TRESPASSING,1,0,0,1,1,2,120,E CATALAN,0,EAST CATALAN,,,August2015.dta
892559.236854162,1023505.00587974,4262,422226,21aug2015,2015,8,21,2245,8,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,5,38,4200,OLIVE ST,0,,,,August2015.dta
898868.361374997,1029813.95290749,4264,422348,22aug2015,2015,8,22,2300,8,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,6,56,3900,ASHLAND AVE,0,GRAND,,,August2015.dta
892339.100811496,1044310.50199832,4265,422354,23aug2014,2014,8,23,1,8,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,6,72,5500,WREN AVE,0,WREN,,,August2015.dta
892339.100811496,1044310.50199832,4266,422355,23aug2014,2014,8,23,1,8,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,6,72,5500,WREN AVE,0,WREN,,,August2015.dta
905075.837805163,1016405.62178458,4270,422722,25aug2015,2015,8,25,1934,8,2015,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,1400,SPRUCE ST,0,,,,August2015.dta
903552.996362664,1017697.38002782,4272,422793,26aug2015,2015,8,26,1143,8,2015,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,4,36,1820,MARKET,0,,ST LOUIS UNION STATION,STORE 203 LIDS,August2015.dta
888561.369849913,1036266.15260149,4273,422924,27aug2015,2015,8,27,1250,8,2015,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,5,50,3431,UNION,0,UNION,,: @SCHNUCKS - CITY PLAZA ON UNION,August2015.dta
885830.007858578,993287.219202571,4276,423418,31aug2015,2015,8,31,1001,8,2015,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,1,4,7005,TRAINOR,0,TRAINOR,,,August2015.dta
899634.123294912,1004121.09057941,4278,423499,17oct2012,2012,10,17,1,8,2015,2,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1,0,0,1,3,18,3500,ILLINOIS AVE,0,ILLINOIS,,,August2015.dta
907822.218467247,1012563.29679208,4282,423516,05feb2015,2015,2,5,1830,9,2015,5,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,0,0,0,1,3,20,1250,3RD,0,3RD,PUBLIC STORAGE,,September2015.dta
894507.291685078,999203.688668825,4283,423521,07mar2015,2015,3,7,1700,9,2015,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,0,1,1,17,4338,COMPTON,0,COMPTON,,,September2015.dta
886736.497187328,985069.475795574,4286,423551,01jun2010,2010,6,1,1,9,2015,17,177000,SEX OFFNS-INCEST,1,0,0,1,1,2,8700,S BROADWAY,0,BROADWAY,,PARKING LOT,September2015.dta
896425.122823164,1004723.43484715,4287,423562,21jun2015,2015,6,21,1,9,2015,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,0,0,1,3,19,2917,POTOMAC,0,POTOMAC,,,September2015.dta
881824.589360245,1021308.1506934,4291,423588,16jul2015,2015,7,16,1800,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,5,46,300,N SKINKER BLVD,0,SKINKER,,,September2015.dta
893236.933333412,1002056.4510079,4293,423597,24jul2015,2015,7,24,30,9,2015,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,0,1,3,16,3934,GRAND,0,THOLOZAN,,,September2015.dta
907420.229113746,1020850.94557107,4294,423633,05aug2015,2015,8,5,2230,9,2015,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,0,0,1,4,62,1118,TUCKER,0,TUCKER,,,September2015.dta
895673.691911329,1005637.7509319,4295,423634,06aug2015,2015,8,6,1235,9,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,3343,MICHIGAN AVE,0,,,,September2015.dta
895673.691911329,1005637.7509319,4296,423637,06aug2015,2015,8,6,1500,9,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,3343,MICHIGAN AVE,0,,,,September2015.dta
876295.153896827,1017591.32380949,4297,423675,14aug2012,2012,8,14,1835,9,2015,17,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,1,0,0,1,2,44,6800,WEST PARK AVE,0,PARK,,,September2015.dta
894601.975222744,1004007.20235574,4298,423679,14aug2015,2015,8,14,1308,9,2015,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,0,0,1,3,19,3622,LOUISIANA,0,LOUISIANA,,,September2015.dta
888695.166826412,1027354.23243324,4299,423692,16aug2015,2015,8,16,1,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,5,53,4900,FOUNTAIN AVE,0,FOUNTAIN,,,September2015.dta
895848.489461996,1000406.87162991,4300,423707,18aug2015,2015,8,18,1,9,2015,3,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,0,0,0,1,3,16,4129,NEBRASKA,0,NEBRASKA,,,September2015.dta
883057.486500744,1032602.50966632,4301,423741,22aug2014,2014,8,22,920,9,2015,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1,0,0,1,5,78,1412,SHAWMUT,0,SHAWMUT,,,September2015.dta
889062.183480829,1028793.12686516,4303,423763,25aug2015,2015,8,25,721,9,2015,1,10000,HOMICIDE,0,0,0,1,5,53,1246,EUCLID,0,EUCLID,,SINGLE FAMILY,September2015.dta
898380.30952958,1005823.40771282,4304,423803,28aug2015,2015,8,28,1200,9,2015,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,0,1,3,30,3251,TEXAS,0,TEXAS,,,September2015.dta
887047.464413162,991156.980680905,4305,423815,28aug2015,2015,8,28,2115,9,2015,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,0,0,1,1,4,7325,GRAND,0,GRAND,,,September2015.dta
906748.275405161,1016194.88172049,4306,423819,29aug2015,2015,8,29,250,9,2015,4,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",0,0,0,1,4,35,1001,SPRUCE,0,SPRUCE,,,September2015.dta
904436.547745161,1014817.93007807,4307,424047,01sep2015,2015,9,1,2000,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,4,36,1500,PAPIN ST,0,,,VACANT HOSPITAL BUILDING,September2015.dta
903552.996362664,1017697.38002782,4309,424140,02sep2015,2015,9,2,1315,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1800,MARKET ST,0,,,,September2015.dta
908564.468951244,1015491.90970124,4310,424200,02sep2015,2015,9,2,2030,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,400,S BROADWAY,0,,,STREET/SIDEWALK,September2015.dta
909394.084417995,1018497.41911016,4311,424331,03sep2015,2015,9,3,1840,9,2015,17,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1,0,0,1,4,35,600,N BROADWAY,0,CONVENTION,,,September2015.dta
888792.657773163,987366.001058154,4312,424364,03sep2015,2015,9,3,2200,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,2,7900,S BROADWAY,0,BROADWAY,,OFFENDER S RESIDENCE,September2015.dta
909076.102114327,1017097.51508582,4315,424769,06sep2015,2015,9,6,1730,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,100,S BROADWAY,0,,,STREET,September2015.dta
893687.124362163,997701.18478407,4316,424844,06sep2015,2015,9,6,2345,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,16,4600,VIRGINIA AVE,0,,,,September2015.dta
908424.028615329,1017064.48660857,4320,425361,10sep2015,2015,9,10,1410,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,600,CHESTNUT ST,0,,,@KIENER PLAZA,September2015.dta
907333.024563745,1016091.86158532,4321,425375,10sep2015,2015,9,10,1615,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,300,N 9TH ST,0,OLIVE,CULINARIA,GROCERY STORE,September2015.dta
898267.360608496,1001628.24615566,4322,425429,10sep2015,2015,9,10,2229,9,2015,17,175400,SEX OFFNS-SX MISCONDUCT/SECOND,1,0,0,1,3,16,3900,S BROADWAY,0,BROADWAY,,@ALEXIAN BROTHERS HOSPITAL,September2015.dta
886426.486652497,987988.272123322,4323,425760,13sep2015,2015,9,13,1830,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,2,8200,ALABAMA AVE,0,,,,September2015.dta
909549.813765328,1018981.60022841,4327,426469,18sep2015,2015,9,18,2220,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,800,N BROADWAY,0,,,ON STREET,September2015.dta
899449.154504746,1008830.84165857,4328,426575,19sep2015,2015,9,19,1720,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,3,30,2700,S JEFFERSON AVE,0,JEFFERSON,,ALLEY,September2015.dta
903025.809424911,1010193.64798807,4330,426681,20sep2015,2015,9,20,1430,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,3,21,1200,RUSSELL AVE,0,,,,September2015.dta
907790.748713911,1017492.93457057,4333,427075,23sep2015,2015,9,23,1810,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,800,PINE ST,0,PINE,,,September2015.dta
904855.091199413,1016891.88098265,4335,427131,24sep2015,2015,9,24,935,9,2015,17,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1,0,0,1,4,36,1500,CLARK AVE,0,,KIEL CENTER GARAGE,,September2015.dta
908241.540463246,1017745.52035149,4336,427147,24sep2015,2015,9,24,1333,9,2015,10,101000,FORGERY,1,0,0,1,4,35,710,OLIVE,0,OLIVE,,: @FIRST BANK - OLIVE,September2015.dta
903552.996362664,1017697.38002782,4337,427190,24sep2015,2015,9,24,2020,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1800,MARKET ST,0,MARKET,ST LOUIS UNION STATION,,September2015.dta
904678.760187246,1034616.77105774,4339,427222,25sep2015,2015,9,25,130,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,6,64,4800,N BROADWAY,0,,,@HOTEL- FIRST WESTERN INN,September2015.dta
901257.533105828,1020300.72521482,4341,427613,28sep2015,2015,9,28,145,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,37,2700,WASHINGTON AVE,0,WASHINGTON,,,September2015.dta
890085.523297664,1048749.16109999,4343,427814,29sep2015,2015,9,29,1930,9,2015,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,6,73,6301,WEST FLORISSANT,0,,POPEYES CHICKEN,,September2015.dta
907074.750145912,1019267.09801699,4344,427874,30sep2015,2015,9,30,1047,9,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,700,N TUCKER BLVD,0,TUCKER,,IN ALLEY BEHIND ABOVE ADDRESS,September2015.dta
879471.157715414,1027871.35246199,4345,427895,30sep2015,2015,9,30,1600,9,2015,5,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1,0,0,1,5,48,5957,ENRIGHT,0,ENRIGHT,,:,September2015.dta
903557.890709829,1029696.61652799,4350,427944,20dec2013,2013,12,20,800,9,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,4,65,3900,N 23RD ST,0,23RD,,,September2015.dta
890446.501906414,1047195.93651616,4351,427951,06jan2014,2014,1,6,2030,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,6,76,5700,MIMIKA AVE,0,MIMIKA,,,October2015.dta
891669.63299033,1030879.03575107,4352,427953,21jan2015,2015,1,21,2145,10,2015,4,41203,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,1,0,0,1,5,56,4660,COTTAGE,0,,,,October2015.dta
891669.63299033,1030879.03575107,4353,427954,21jan2015,2015,1,21,2145,10,2015,4,41203,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,1,0,0,1,5,56,4660,COTTAGE,0,,,,October2015.dta
891669.63299033,1030879.03575107,4354,427955,21jan2015,2015,1,21,2145,10,2015,1,10000,HOMICIDE,0,0,0,1,5,56,4660,COTTAGE,0,,,,October2015.dta
904128.861024577,1010209.39008258,4355,427956,27jan2009,2009,1,27,1200,10,2015,17,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,1,0,0,1,3,21,1000,ALLEN AVE,0,TERRACE,,,October2015.dta
908175.707917746,1026936.93832032,4356,427964,18feb2015,2015,2,18,1000,10,2015,17,171300,SEX OFFNS-STATUATORY RAPE/SECOND,1,0,0,1,4,64,2800,N 9TH ST,0,9TH,DAYS INN,@HOTEL- DAYS INN,October2015.dta
887117.749377578,1027672.40535332,4358,427969,18mar2015,2015,3,18,2221,10,2015,3,32421,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,0,0,0,1,5,51,5075,CATES,0,CATES,,,October2015.dta
886736.497187328,985069.475795574,4359,427983,24apr2010,2010,4,24,1,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,2,8700,S BROADWAY,0,BROADWAY,,,October2015.dta
890081.000340831,996295.465810739,4360,427984,24apr2015,2015,4,24,1352,10,2015,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,0,0,1,1,3,3641,BATES,0,BATES,,,October2015.dta
875722.493296746,1020865.77001649,4362,427986,05may2015,2015,5,5,2000,10,2015,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,0,1,2,45,6252,ROSEBURY,0,ROSEBURY,,,October2015.dta
888226.834757827,1031661.91837166,4363,427992,29may2014,2014,5,29,1,10,2015,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,0,1,5,52,5065,COTE BRILLIANTE,0,COTE BRILLIANTE,,,October2015.dta
895773.863955081,1002954.11522307,4368,428020,21jul2015,2015,7,21,135,10,2015,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,0,0,1,3,19,3742,MINNESOTA,0,JEFFERSON,,,October2015.dta
879918.756229661,1027571.55745791,4369,428025,30jul2015,2015,7,30,1500,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,5,48,5900,ENRIGHT AVE,0,ENRIGHT,,,October2015.dta
880644.863701329,1017530.89249991,4370,428026,01aug2015,2015,8,1,800,10,2015,9,95100,"STALKING (HARASSMENT ONLY, NO THREAT)",1,0,0,1,2,42,6125,VICTORIA,0,VICTORIA,,,October2015.dta
895673.691911329,1005637.7509319,4371,428034,06aug2015,2015,8,6,1500,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,3,30,3343,MICHIGAN AVE,0,MICHIGAN 63118,,,October2015.dta
895673.691911329,1005637.7509319,4372,428035,06aug2015,2015,8,6,1500,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,3,30,3343,MICHIGAN AVE,0,MICHIGAN 63118,,,October2015.dta
893108.448354162,1004729.66646199,4375,428123,09sep2015,2015,9,9,957,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,2,15,3631,GRAVOIS,0,GRAVOIS,,@WALGREENS,October2015.dta
903744.838498663,1019715.86057091,4376,428157,13sep2015,2015,9,13,230,10,2015,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,0,0,0,1,4,36,1932,WASHINGTON,0,LOCUST,,,October2015.dta
894572.111109246,1010112.39716632,4377,428165,15sep2015,2015,9,15,650,10,2015,4,43016,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,0,0,0,1,3,25,2616,ALHAMBRA,0,ALHAMBRA,,,October2015.dta
905134.903303828,1025224.96011699,4378,428170,15sep2015,2015,9,15,2030,10,2015,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,0,1,4,60,1926,WARREN,0,WARREN,,,October2015.dta
890047.524357911,1027905.24511074,4379,428189,17sep2015,2015,9,17,1714,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,54,4723,NEWBERRY,0,NEWBERRY,,,October2015.dta
907333.024563745,1016091.86158532,4380,428199,18sep2015,2015,9,18,1458,10,2015,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,0,0,1,4,35,811,SPRUCE,0,SPRUCE,,: @HOTEL- WESTIN AVIS,October2015.dta
893318.32063783,1032514.52427799,4383,428243,23sep2015,2015,9,23,1800,10,2015,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,0,1,6,56,4608,ELMBANK,0,ELMBANK,,,October2015.dta
893100.403422747,1029173.53686549,4384,428247,24sep2015,2015,9,24,8,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,57,4427,GARFIELD,0,GARFIELD,,,October2015.dta
887781.349756412,987320.597277574,4385,428304,27sep2015,2015,9,27,2030,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,2,8100,MINNESOTA AVE,0,,,,October2015.dta
888566.457766246,1000926.04053907,4386,428307,28sep2015,2015,9,28,1,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,5,4600,NEWPORT AVE,0,NEWPORT,,,October2015.dta
878828.901782081,994420.245479822,4387,428393,01oct2015,2015,10,1,408,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,2,88,7339,GRAVOIS,0,GRAVOIS,,: @WALGREENS - GRAVOIS AND HAMPTON,October2015.dta
907323.436000247,1025001.68333257,4388,428482,01oct2015,2015,10,1,2200,10,2015,2,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1,0,0,1,4,36,1300,MARKET ST,0,,,@MUNICIPAL COURT,October2015.dta
894728.396885913,1021297.23831365,4390,428498,02oct2015,2015,10,2,139,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,4,37,3800,LINDELL BLVD,0,OLIVE,DEMATTIAS HALL DORMATORY,SLU CAMPUS,October2015.dta
872471.174668163,1003004.80016107,4391,428506,02oct2015,2015,10,2,645,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,2,9,7005,WEIL,0,WEIL,,,October2015.dta
877290.951445911,1027484.55074216,4394,428748,04oct2015,2015,10,4,220,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,5,46,6200,DELMAR BLVD,0,DELMAR,,@HOTEL- MOONRISE MOTEL,October2015.dta
907494.03047533,1021073.20398482,4396,428897,05oct2015,2015,10,5,1600,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,3,34,1200,S TUCKER BLVD,0,,,,October2015.dta
895800.45642158,1004002.21745757,4397,428912,05oct2015,2015,10,5,1800,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,3,19,3100,MIAMI ST,0,MIAMI,,,October2015.dta
905802.738254245,1022642.86948065,4398,429153,07oct2015,2015,10,7,1047,10,2015,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,61,1451,N 16TH,0,,PRESERVATION SQUARE,,October2015.dta
886881.954901662,1011281.50079924,4399,429239,08oct2012,2012,10,8,1,10,2015,17,175500,SEX OFFNS-SX MISCONDUCT/FIRST,1,0,0,1,2,13,2600,GURNEY CT,0,TOWER GROVE,,,October2015.dta
895800.45642158,1004002.21745757,4400,429387,08oct2015,2015,10,8,2300,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,3,19,3100,MIAMI ST,0,MIAMI,,,October2015.dta
896465.827466164,999885.586255156,4401,429500,09oct2015,2015,10,9,1900,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,17,2800,MERAMEC ST,0,GRAND,,,October2015.dta
904975.371470664,1019394.27788074,4402,429533,09oct2015,2015,10,9,2215,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1600,WASHINGTON AVE,0,WASHINGTON,UNIVERSITY LOFTS,MULTI UNIT COMPLEX,October2015.dta
909635.800798077,1017698.50600982,4404,429613,10oct2015,2015,10,10,1440,10,2015,17,175400,SEX OFFNS-SX MISCONDUCT/SECOND,1,0,0,1,4,35,300,N 4TH ST,0,4TH,,@MANSION HOUSE,October2015.dta
872720.431387495,1002341.5390204,4405,429620,10oct2015,2015,10,10,1457,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,2,9,7057,CHIPPEWA,0,CHIPPEWA,,: @SHOP N SAVE- CHIPPEWA,October2015.dta
895673.691911329,1005637.7509319,4406,429643,10oct2015,2015,10,10,1800,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,3,30,3343,MICHIGAN AVE,0,,,,October2015.dta
895673.691911329,1005637.7509319,4407,429644,10oct2015,2015,10,10,1800,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,3,30,3343,MICHIGAN AVE,0,,,,October2015.dta
895673.691911329,1005637.7509319,4408,429645,10oct2015,2015,10,10,1800,10,2015,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,3,30,3343,MICHIGAN AVE,0,MICHIGAN,,PORCH,October2015.dta
908743.272399411,1016082.50005549,4409,429656,10oct2015,2015,10,10,1959,10,2015,17,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1,0,0,1,4,35,200,S BROADWAY,0,,,,October2015.dta
903444.487065244,1031873.09314615,4410,429852,12oct2015,2015,10,12,1204,10,2015,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1,0,0,1,6,68,4300,W FLORISSANT AVE,0,,O FALLON PARK,O FALLON PARK,October2015.dta
906549.683282662,1018454.64229282,4412,430156,14oct2015,2015,10,14,1800,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1200,LOCUST ST,0,,CHRIST CATHEDRAL CHURCH,,October2015.dta
896597.920705911,1020635.0988899,4416,430392,16oct2015,2015,10,16,1600,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,37,200,S GRAND BLVD,0,GRAND,CHIPOTLE,,October2015.dta
896771.269768663,1019616.26825041,4417,430557,17oct2015,2015,10,17,2050,10,2015,17,175400,SEX OFFNS-SX MISCONDUCT/SECOND,1,0,0,1,4,37,3500,LACLEDE AVE,0,LACLEDE,,,October2015.dta
907997.243707746,1015098.10504266,4419,430719,19oct2015,2015,10,19,1100,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,600,N 6TH ST,0,6TH,,,October2015.dta
907333.024563745,1016091.86158532,4423,431223,23oct2015,2015,10,23,1015,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,300,N 9TH ST,0,,,,October2015.dta
889726.773030911,1042248.75809032,4424,431388,24oct2015,2015,10,24,1500,10,2015,3,32421,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,1,0,0,1,6,72,4915,PLOVER,0,PLOVER,,,October2015.dta
907244.965356663,1018800.10649691,4426,431516,25oct2015,2015,10,25,1415,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,1100,WASHINGTON AVE,0,,,BUS STOP,October2015.dta
902750.916930079,1008757.0458744,4427,431535,25oct2015,2015,10,25,1730,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,3,21,2400,S 12TH ST,0,11TH,,ALLEY,October2015.dta
906250.725219164,1013160.68043982,4428,431572,25oct2015,2015,10,25,2300,10,2015,2,21000,RAPE -- FORCIBLE,1,0,0,1,3,34,900,HICKORY ST,0,11TH,,,October2015.dta
903552.996362664,1017697.38002782,4430,431758,27oct2015,2015,10,27,1205,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1800,MARKET ST,0,,,CITY STREET,October2015.dta
904855.091199413,1016891.88098265,4432,431823,27oct2015,2015,10,27,2215,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,36,1500,CLARK AVE,0,CLARK,KIEL GARAGE,,October2015.dta
896007.72175508,1018135.01826016,4434,431960,29oct2015,2015,10,29,35,10,2015,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,37,3560,SCOTT,0,SCOTT,METROLINK GRAND TRAIN PLATFORM,TRAIN PLATFORM,October2015.dta
894663.054168828,1009517.04172974,4435,431979,29oct2015,2015,10,29,710,10,2015,17,175400,SEX OFFNS-SX MISCONDUCT/SECOND,1,0,0,1,3,25,3500,MAGNOLIA AVE,0,MAGNOLIA,,REAR,October2015.dta
905236.744635578,1013245.87121432,4436,431995,29oct2015,2015,10,29,1221,10,2015,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,1100,MORRISON LN,0,,,,October2015.dta
897248.084103744,1032071.60291974,4437,432008,29oct2015,2015,10,29,1415,10,2015,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,6,68,4200,SACRAMENTO,0,,,,October2015.dta
907244.965356663,1018800.10649691,4438,432043,29oct2015,2015,10,29,2129,10,2015,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,1100,WASHINGTON AVE,0,WASHINGTON,,BODEGA,October2015.dta
888546.342648994,1025092.63360999,4440,432125,30oct2015,2015,10,30,2056,10,2015,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,5,38,410,EUCLID,0,,,CWE METRO LINK PLATFORM,October2015.dta
888546.342648994,1025092.63360999,4441,432126,30oct2015,2015,10,30,2056,10,2015,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,5,38,410,EUCLID,0,,,CWE METRO LINK PLATFORM,October2015.dta
881824.589360245,1021308.1506934,4442,432188,31oct2015,2015,10,31,807,10,2015,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,5,46,598,SKINKER,0,,,,October2015.dta
