X,Y,ObjectID,Status,Score,Match_type,Match_addr,Side,Ref_ID,User_fld,Addr_type,ARC_Single,id,dateoccurr,yearoccurr,monthoccur,dayoccurre,timeoccurr,month,year,ucr,crime,descriptio,newcrime,unfounded,adjustment,count,district,neighborho,ileadsaddr,ileadsstre,cadaddress,cadstreet,locationna,locationco,xcoord,ycoord,_source,mergedilea
588894.070259113,1020807.16165502,638,M,100.00000000000,A,1207 N 7TH ST,,153432,,PointAddress,1207 N 7TH,477413,15sep2016,2016,9,15,1800,October,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1207,N 7TH,,N 7TH,,,0,0,October2016.dta,1207 N 7TH
572705.927529234,1001763.09100746,639,M,100.00000000000,A,3625 LIERMANN AVE,,209754,,PointAddress,3625 LIERMANN,477437,20sep2016,2016,9,20,2100,October,2016,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,No,No,No,1,1,16,3625,LIERMANN,,LIERMANN,,,0,0,October2016.dta,3625 LIERMANN
579536.366605893,1013268.02215217,640,M,100.00000000000,A,1641 S JEFFERSON AVE,,48127,"
",PointAddress,1641 S JEFFERSON,477444,22sep2016,2016,9,22,1219,October,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,31,1641,S JEFFERSON,,S JEFFERSON,,,0,0,October2016.dta,1641 S JEFFERSON
573987.917097893,1033113.87892978,641,M,100.00000000000,A,4533 LEXINGTON AVE,,94568,,PointAddress,4533 LEXINGTON,477447,23sep2016,2016,9,23,200,October,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,6,56,4533,LEXINGTON,,LEXINGTON,,,0,0,October2016.dta,4533 LEXINGTON
-1.79769313486232e+308,-1.79769313486232e+308,642,U,0.00000000000,A,,,-1,,,3800 VIRGINIA AVE,477454,23sep2016,2016,9,23,2230,October,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,16,3800,VIRGINIA AVE,,VIRGINIA,,,0,0,October2016.dta,3800 VIRGINIA AVE
-1.79769313486232e+308,-1.79769313486232e+308,643,U,0.00000000000,A,,,-1,,,4800 BESSIE AVE,477459,24sep2016,2016,9,24,2226,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4800,BESSIE AVE,,BESSIE,,,0,0,October2016.dta,4800 BESSIE AVE
562891.294320039,1001994.17677227,644,M,100.00000000000,A,5042 NOTTINGHAM AVE,,156659,,PointAddress,5042 NOTTINGHAM,477460,25sep2016,2016,9,25,740,October,2016,Burglary,51121,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,No,No,No,1,1,7,5042,NOTTINGHAM,,NOTTINGHAM,,,0,0,October2016.dta,5042 NOTTINGHAM
574630.341114368,1003115.26799389,645,M,100.00000000000,A,3738 VIRGINIA AVE,,66131,,PointAddress,3738 VIRGINIA,477464,25sep2016,2016,9,25,1810,October,2016,Aggravated Assault,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,Yes,No,No,1,3,19,3738,VIRGINIA,,VIRGINIA,,,0,0,October2016.dta,3738 VIRGINIA
558989.013430879,1030069.59808732,646,M,100.00000000000,A,6044 HORTON PL,,131169,,PointAddress,6044 HORTON,477476,26sep2016,2016,9,26,1500,October,2016,Frauds,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL,No,No,No,1,5,48,6044,HORTON,,HORTON,,,0,0,October2016.dta,6044 HORTON
575499.38195207,999836.309198856,647,M,100.00000000000,A,2900 MERAMEC ST,,102649,,PointAddress,2900 MERAMEC ST,477495,27sep2016,2016,9,27,2100,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,16,2900,MERAMEC ST,,MERAMEC,,2ND FL,0,0,October2016.dta,2900 MERAMEC ST
560760.35068506,1002608.7640634,648,M,100.00000000000,A,5524 MURDOCH AVE,,174529,,PointAddress,5524 MURDOCH,477508,28sep2016,2016,9,28,1700,October,2016,Motor Vehicle Theft,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,No,No,No,1,2,7,5524,MURDOCH,,MURDOCH,,,0,0,October2016.dta,5524 MURDOCH
587030.800295066,1020861.4364454,649,M,100.00000000000,A,1119 N TUCKER BLVD,,164461,,PointAddress,1119 N TUCKER,477512,29sep2016,2016,9,29,643,October,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,0,0,1119,N TUCKER,,N TUCKER,,,0,0,October2016.dta,1119 N TUCKER
579674.88747948,1024748.80156656,650,M,100.00000000000,A,3035 CASS AVE,,16619,,PointAddress,3035 CASS,477520,29sep2016,2016,9,29,1119,October,2016,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,0,0,3035,CASS,,CASS,VASHON HIGH SCHOOL,VASHON HIGH SCHOOL,0,0,October2016.dta,3035 CASS
-1.79769313486232e+308,-1.79769313486232e+308,651,U,0.00000000000,A,,,-1,,,3600 CHILDRESS AVE,477525,29sep2016,2016,9,29,1500,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,9,3600,CHILDRESS AVE,,CHILDRESS,,,0,0,October2016.dta,3600 CHILDRESS AVE
-1.79769313486232e+308,-1.79769313486232e+308,652,U,0.00000000000,A,,,-1,,,4100 C D BANKS AVE,477555,30sep2016,2016,9,30,1600,October,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,5,58,4100,C D BANKS AVE,,C D BANKS,,,0,0,October2016.dta,4100 C D BANKS AVE
586375.346136205,1018412.71194198,653,M,100.00000000000,A,1200 LOCUST ST,,67648,,PointAddress,1200 LOCUST ST,477599,01oct2016,2016,10,1,140,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1200,LOCUST ST,,,,,0,0,October2016.dta,1200 LOCUST ST
-1.79769313486232e+308,-1.79769313486232e+308,654,U,0.00000000000,A,,,-1,,,4500 LEE AVE,477644,01oct2016,2016,10,1,1200,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,69,4500,LEE AVE,,LEE,,,0,0,October2016.dta,4500 LEE AVE
-1.79769313486232e+308,-1.79769313486232e+308,655,U,0.00000000000,A,,,-1,,,3100 INDIANA,477694,01oct2016,2016,10,1,1845,October,2016,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,3,22,3100,INDIANA,,,,,0,0,October2016.dta,3100 INDIANA
-1.79769313486232e+308,-1.79769313486232e+308,656,U,0.00000000000,A,,,-1,,,300 CHESTNUT ST,477731,01oct2016,2016,10,1,2230,October,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,4,35,300,CHESTNUT ST,,CASS,,@HOTEL- HYATT REGENCY 18TH FLOOR,0,0,October2016.dta,300 CHESTNUT ST
573715.933893517,1019896.57045123,657,M,100.00000000000,A,200 S VANDEVENTER AVE,,110208,,PointAddress,200 S VANDEVENTER AVE,477964,03oct2016,2016,10,3,1801,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,37,200,S VANDEVENTER AVE,,VANDEVENTER,,@ENGINE CO 29,0,0,October2016.dta,200 S VANDEVENTER AVE
-1.79769313486232e+308,-1.79769313486232e+308,658,U,0.00000000000,A,,,-1,,,5076 LILLIAN,478017,04oct2016,2016,10,4,1,October,2016,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,6,71,5076,LILLIAN,,,,,0,0,October2016.dta,5076 LILLIAN
570650.245140713,1035127.11891045,659,M,100.00000000000,A,5000 NATURAL BRIDGE AVE,,13485,,PointAddress,5000 NATURAL BRIDGE AVE,478042,04oct2016,2016,10,4,751,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,6,55,5000,NATURAL BRIDGE AVE,,,,ALIAS N KINGSHWY BLVD/NATURAL BRIDGE,0,0,October2016.dta,5000 NATURAL BRIDGE AVE
568372.105880905,1025050.42195755,660,M,90.87000000000,A,400 N EUCLID AVE,,60463,,PointAddress,400 S EUCLID AVE,478108,04oct2016,2016,10,4,1840,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,5,38,400,S EUCLID AVE,,EUCLID,CENTRAL WEST END,,0,0,October2016.dta,400 S EUCLID AVE
578649.428156819,1053663.75646287,661,M,100.00000000000,A,9000 RIVERVIEW DR,,195877,,PointAddress,9000 RIVERVIEW,478328,06oct2016,2016,10,6,120,October,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,74,9000,RIVERVIEW,,,,,0,0,October2016.dta,9000 RIVERVIEW
-1.79769313486232e+308,-1.79769313486232e+308,662,U,0.00000000000,A,,,-1,,,1200 PINE ST,478475,07oct2016,2016,10,7,850,October,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,1200,PINE ST,,PINE,SAINT LOUIS ART,,0,0,October2016.dta,1200 PINE ST
-1.79769313486232e+308,-1.79769313486232e+308,663,U,0.00000000000,A,,,-1,,,4000 PLEASANT ST,478577,07oct2016,2016,10,7,2300,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,4,67,4000,PLEASANT ST,,PLEASANT,,,0,0,October2016.dta,4000 PLEASANT ST
-1.79769313486232e+308,-1.79769313486232e+308,664,U,0.00000000000,A,,,-1,,,5600 W FLORISSANT AVE,478595,08oct2016,2016,10,8,45,October,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,6,72,5600,W FLORISSANT AVE,,,,,0,0,October2016.dta,5600 W FLORISSANT AVE
-1.79769313486232e+308,-1.79769313486232e+308,665,U,0.00000000000,A,,,-1,,,5000 ARLINGTON AVE,478728,09oct2016,2016,10,9,700,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,71,5000,ARLINGTON AVE,,ARLINGTON,,,0,0,October2016.dta,5000 ARLINGTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,666,U,0.00000000000,A,,,-1,,,3800 NATURAL BRIDGE AVE,478869,10oct2016,2016,10,10,1100,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,4,59,3800,NATURAL BRIDGE AVE,,NATURAL BRIDGE,BEAUMONT HIGH SCHOOL,@BEAUMONT HIGH SCHOOL,0,0,October2016.dta,3800 NATURAL BRIDGE AVE
-1.79769313486232e+308,-1.79769313486232e+308,667,U,0.00000000000,A,,,-1,,,3300 DELOR ST,478879,10oct2016,2016,10,10,1330,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,16,3300,DELOR ST,,DELOR,,,0,0,October2016.dta,3300 DELOR ST
579655.412144314,1014252.74562913,668,M,100.00000000000,A,1410 OHIO AVE,,77698,,PointAddress,1410 OHIO,478893,10oct2016,2016,10,10,1540,October,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,3,31,1410,OHIO,,OHIO,,,0,0,October2016.dta,1410 OHIO
-1.79769313486232e+308,-1.79769313486232e+308,669,U,0.00000000000,A,,,-1,,,100 N 17TH ST,478923,10oct2016,2016,10,10,1900,October,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,4,36,100,N 17TH ST,,17TH,,,0,0,October2016.dta,100 N 17TH ST
-1.79769313486232e+308,-1.79769313486232e+308,670,U,0.00000000000,A,,,-1,,,1400 LOCUST ST,478939,10oct2016,2016,10,10,2109,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1400,LOCUST ST,,LOCUST,,,0,0,October2016.dta,1400 LOCUST ST
576608.509769097,1001799.71494464,671,M,100.00000000000,A,2800 KEOKUK ST,,150682,,PointAddress,2800 KEOKUK ST,479091,12oct2016,2016,10,12,200,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,16,2800,KEOKUK ST,,JEFFERSON,,,0,0,October2016.dta,2800 KEOKUK ST
585308.23053797,1016173.85199948,672,M,100.00000000000,A,1300 SPRUCE ST,,127983,,PointAddress,1300 SPRUCE ST,479123,12oct2016,2016,10,12,1016,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1300,SPRUCE ST,,,,,0,0,October2016.dta,1300 SPRUCE ST
575226.762198918,995715.054441117,673,M,100.00000000000,A,4844 S BROADWAY,,32373,,PointAddress,4844 S BROADWAY,479160,12oct2016,2016,10,12,1620,October,2016,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,1,17,4844,S BROADWAY,,S BROADWAY,TACO TRUCK STL,,0,0,October2016.dta,4844 S BROADWAY
585141.431831475,1018412.96306757,674,M,100.00000000000,A,1500 OLIVE ST,,10008,,PointAddress,1500 OLIVE ST,479278,13oct2016,2016,10,13,1825,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1500,OLIVE ST,,OLIVE,,,0,0,October2016.dta,1500 OLIVE ST
-1.79769313486232e+308,-1.79769313486232e+308,675,U,0.00000000000,A,,,-1,,,1900 S VANDEVENTER AVE,479397,14oct2016,2016,10,14,1334,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,2,13,1900,S VANDEVENTER AVE,,,,,0,0,October2016.dta,1900 S VANDEVENTER AVE
587272.175657842,1018241.47704741,676,M,100.00000000000,A,1000 LOCUST ST,,67623,,PointAddress,1000 LOCUST ST,479459,14oct2016,2016,10,14,2114,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1000,LOCUST ST,,,,ALLEY,0,0,October2016.dta,1000 LOCUST ST
587364.651017338,1016216.83487325,677,M,90.87000000000,A,100 S 9TH ST,,92100,,PointAddress,100 N 9TH ST,479567,15oct2016,2016,10,15,1539,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,100,N 9TH ST,,9TH,,,0,0,October2016.dta,100 N 9TH ST
576667.631283287,1013877.38930665,678,M,100.00000000000,A,1600 S COMPTON AVE,,61958,,PointAddress,1600 S COMPTON AVE,479615,15oct2016,2016,10,15,2225,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,31,1600,S COMPTON AVE,,,,,0,0,October2016.dta,1600 S COMPTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,679,U,0.00000000000,A,,,-1,,,3676 SPRUCE ST,479636,16oct2016,2016,10,16,38,October,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,4,37,3676,SPRUCE ST,,MARKET,,,0,0,October2016.dta,3676 SPRUCE ST
-1.79769313486232e+308,-1.79769313486232e+308,680,U,0.00000000000,A,,,-1,,,1400 CARR ST,479767,17oct2016,2016,10,17,134,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,61,1400,CARR ST,,LOCUST,CARR SCHOOL,,0,0,October2016.dta,1400 CARR ST
587760.155254833,1017714.58936224,681,M,100.00000000000,A,800 OLIVE ST,,9669,,PointAddress,800 OLIVE ST,479859,17oct2016,2016,10,17,2006,October,2016,Sex Offenses,175100,SEX OFFNS-SX MISCONDUCT/SUS<17&VIC 14-15/NO FO,Yes,No,No,1,4,35,800,OLIVE ST,,,OLD POST OFFICE,,0,0,October2016.dta,800 OLIVE ST
-1.79769313486232e+308,-1.79769313486232e+308,682,U,0.00000000000,A,,,-1,,,5100 WEST PINE BLVD,479910,18oct2016,2016,10,18,745,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,5100,WEST PINE BLVD,,,,FOREST PARK,0,0,October2016.dta,5100 WEST PINE BLVD
587633.599969521,1017765.06123776,683,M,100.00000000000,A,200 N 9TH ST,,72301,,PointAddress,200 N 9TH ST,479963,18oct2016,2016,10,18,1420,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,200,N 9TH ST,,9TH,ST. LOUIS POLICE DEPARTMENT DOWNTOW,ALLEY,0,0,October2016.dta,200 N 9TH ST
-1.79769313486232e+308,-1.79769313486232e+308,684,U,0.00000000000,A,,,-1,,,3600 COOK AVE,479979,18oct2016,2016,10,18,1615,October,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,4,77,3600,COOK AVE,,COOK,,,0,0,October2016.dta,3600 COOK AVE
586660.475219116,1023660.29989499,685,M,100.00000000000,A,2000 N FLORISSANT AVE,,96269,,PointAddress,2000 N FLORISSANT AVE,480014,18oct2016,2016,10,18,2005,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,60,2000,N FLORISSANT AVE,,MARKET,BP SERVICE STATION,,0,0,October2016.dta,2000 N FLORISSANT AVE
-1.79769313486232e+308,-1.79769313486232e+308,686,U,0.00000000000,A,,,-1,,,1600 OLIVE ST,480224,20oct2016,2016,10,20,1541,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1600,OLIVE ST,,,,REAR,0,0,October2016.dta,1600 OLIVE ST
585690.145605672,1027141.03919072,687,M,100.00000000000,A,1900 HEBERT ST,,64561,,PointAddress,1900 HEBERT ST,480227,20oct2016,2016,10,20,1600,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,63,1900,HEBERT ST,,20TH,,VACANT APARTMENT NEXT TO LAUNDROMAT,0,0,October2016.dta,1900 HEBERT ST
586375.346136205,1018412.71194198,688,M,100.00000000000,A,1200 LOCUST ST,,67648,,PointAddress,1200 LOCUST ST,480272,20oct2016,2016,10,20,2140,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,LOCUST,CHRIST CHURCH CATHEDRAL,,0,0,October2016.dta,1200 LOCUST ST
-1.79769313486232e+308,-1.79769313486232e+308,689,U,0.00000000000,A,,,-1,,,11194 RIVERVIEW DR,480321,21oct2016,2016,10,21,908,October,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,11194,RIVERVIEW DR,,,,,0,0,October2016.dta,11194 RIVERVIEW DR
-1.79769313486232e+308,-1.79769313486232e+308,690,U,0.00000000000,A,,,-1,,,4000 UNION BLVD,480693,24oct2016,2016,10,24,215,October,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,6,70,4000,UNION BLVD,,UNION,,NORTH PATROL DIVISION,0,0,October2016.dta,4000 UNION BLVD
-1.79769313486232e+308,-1.79769313486232e+308,691,U,0.00000000000,A,,,-1,,,300 N 15TH ST,480784,24oct2016,2016,10,24,1922,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,300,N 15TH ST,,15TH,,,0,0,October2016.dta,300 N 15TH ST
-1.79769313486232e+308,-1.79769313486232e+308,692,U,0.00000000000,A,,,-1,,,4900 LOTUS AVE,481038,26oct2016,2016,10,26,1700,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,55,4900,LOTUS AVE,,KINGSHIGHWAY,,,0,0,October2016.dta,4900 LOTUS AVE
-1.79769313486232e+308,-1.79769313486232e+308,693,U,0.00000000000,A,,,-1,,,3700 S SPRING AVE,481097,26oct2016,2016,10,26,2200,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,15,3700,S SPRING AVE,,GRAND,,,0,0,October2016.dta,3700 S SPRING AVE
561650.418377314,1021265.92442778,694,M,100.00000000000,A,5595 GRAND DR,,228700,,PointAddress,5595 GRAND,481116,27oct2016,2016,10,27,554,October,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,5595,GRAND,,,,FOREST PARK VISIT CENTER TWIN LOTS,0,0,October2016.dta,5595 GRAND
561650.418377314,1021265.92442778,695,M,100.00000000000,A,700 CARR LANE DR,,230647,,PointAddress,700 CARR LANE DR,481132,27oct2016,2016,10,27,1135,October,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,,0,0,October2016.dta,700 CARR LANE DR
561650.418377314,1021265.92442778,696,M,100.00000000000,A,700 CARR LANE DR,,230647,,PointAddress,700 CARR LANE DR,481154,27oct2016,2016,10,27,1425,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,,0,0,October2016.dta,700 CARR LANE DR
588516.421050828,1018215.04225794,697,M,100.00000000000,A,618 WASHINGTON AVE,,3815,,PointAddress,618 WASHINGTON,481305,28oct2016,2016,10,28,1619,October,2016,Forgery and Counterfeiting,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,Yes,No,No,1,4,35,618,WASHINGTON,,WASHINGTON,,:@MX MOVIES,0,0,October2016.dta,618 WASHINGTON
587070.618986454,1018758.18104411,698,M,100.00000000000,A,1100 WASHINGTON AVE,,3880,,PointAddress,1100 WASHINGTON AVE,481381,29oct2016,2016,10,29,157,October,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,35,1100,WASHINGTON AVE,,WASHINGTON,,ON SIDEWALK,0,0,October2016.dta,1100 WASHINGTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,699,U,0.00000000000,A,,,-1,,,5100 ARSENAL ST,481425,29oct2016,2016,10,29,1355,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,2,13,5100,ARSENAL ST,,ARSENAL,,@SCHNUCKS - ARSENAL,0,0,October2016.dta,5100 ARSENAL ST
-1.79769313486232e+308,-1.79769313486232e+308,700,U,0.00000000000,A,,,-1,,,4100 OBEAR AVE,481461,29oct2016,2016,10,29,1750,October,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,6,67,4100,OBEAR AVE,,OBEAR,,,0,0,October2016.dta,4100 OBEAR AVE
-1.79769313486232e+308,-1.79769313486232e+308,701,U,0.00000000000,A,,,-1,,,4953 HALL ST,481468,29oct2016,2016,10,29,1826,October,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,64,4953,HALL ST,,,,,0,0,October2016.dta,4953 HALL ST
-1.79769313486232e+308,-1.79769313486232e+308,702,U,0.00000000000,A,,,-1,,,4953 HALL ST,481469,29oct2016,2016,10,29,1826,October,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,64,4953,HALL ST,,,,,0,0,October2016.dta,4953 HALL ST
586519.81977804,1015955.24936001,703,M,100.00000000000,A,1000 SPRUCE ST,,127874,,PointAddress,1000 SPRUCE ST,481528,30oct2016,2016,10,30,1,October,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,35,1000,SPRUCE ST,,,WHEELHOUSE,,0,0,October2016.dta,1000 SPRUCE ST
580980.664100446,1017639.53665921,704,M,100.00000000000,A,300 S JEFFERSON AVE,,47708,,PointAddress,300 S JEFFERSON AVE,481590,30oct2016,2016,10,30,1400,October,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,300,S JEFFERSON AVE,,JEFFERSON,CROWN MART GAS STATION,,0,0,October2016.dta,300 S JEFFERSON AVE
-1.79769313486232e+308,-1.79769313486232e+308,705,U,0.00000000000,A,,,-1,,,700 SHENANDOAH AVE,481744,03feb2016,2016,2,3,2330,November,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,700,SHENANDOAH AVE,,SHENANDOAH,,,0,0,November2016.dta,700 SHENANDOAH AVE
-1.79769313486232e+308,-1.79769313486232e+308,706,U,0.00000000000,A,,,-1,,,4200 MCDONALD AVE,481746,01mar2016,2016,3,1,2007,November,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,2,15,4200,MCDONALD AVE,,MCDONALD,,,0,0,November2016.dta,4200 MCDONALD AVE
571740.182595521,1021991.99400977,707,M,100.00000000000,A,4200 LINDELL BLVD,,38456,,PointAddress,4200 LINDELL BLVD,481762,07jun2016,2016,6,7,1300,November,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,38,4200,LINDELL BLVD,,LINDELL,,,0,0,November2016.dta,4200 LINDELL BLVD
-1.79769313486232e+308,-1.79769313486232e+308,708,U,0.00000000000,A,,,-1,,,3800 MISSOURI,481775,29jul2016,2016,7,29,1334,November,2016,Sexual Assault,21000,RAPE -- FORCIBLE,No,No,No,1,3,18,3800,MISSOURI,,MISSOURI,,,0,0,November2016.dta,3800 MISSOURI
576423.559050087,1051994.82603922,709,M,100.00000000000,A,915 HARLAN AVE,,209345,,PointAddress,915 HARLAN,481776,31jul2016,2016,7,31,2308,November,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,6,74,915,HARLAN,,HARLAN,,,0,0,November2016.dta,915 HARLAN
576423.559050087,1051994.82603922,710,M,100.00000000000,A,915 HARLAN AVE,,209345,,PointAddress,915 HARLAN,481777,31jul2016,2016,7,31,2308,November,2016,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,6,74,915,HARLAN,,HARLAN,,,0,0,November2016.dta,915 HARLAN
569543.424403533,988221.036746934,711,M,100.00000000000,A,7500 S BROADWAY,,32692,,PointAddress,7500 S BROADWAY,481779,01aug2016,2016,8,1,900,November,2016,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,Yes,No,No,1,1,2,7500,S BROADWAY,,BROADWAY,,RESIDENCE,0,0,November2016.dta,7500 S BROADWAY
574674.171264037,1015204.61532826,712,T,90.87000000000,A,1415 S GRAND BLVD,,29889,,PointAddress,1415 GRAND,481782,02aug2016,2016,8,2,1700,November,2016,Other Assaults,92000,SIMPLE ASSAULT-HARRASSMENT,No,No,No,1,4,59,1415,GRAND,,GRAND,CHECK N GO,,0,0,November2016.dta,1415 GRAND
586358.777306739,1022190.91932174,713,M,100.00000000000,A,1400 N 16TH ST,,136924,,PointAddress,1400 N 16TH,481823,20sep2016,2016,9,20,1509,November,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,61,1400,N 16TH,,N 16TH,PRESERVATION PLACE APARTMENTS,NUISANCE ABATEMENT PROPERTY,0,0,November2016.dta,1400 N 16TH
